outage,earliest,latest,possible_duration_hours,probably_ended,min_estCustAffected,max_estCustAffected,region,latitude,longitude
633977,1569953462,1569962421,2.49,1,1,1,Monterey,36.59674,-121.90711
633978,1569954055,1569958225,1.16,1,1,1,Clearlake Oaks,39.02097,-122.71078
633979,1569954055,1569965440,3.16,1,2,2,Red Bluff,40.38704,-122.17653
633980,1569954055,1569960633,1.83,1,1,1,San Francisco,37.73583,-122.43494
633981,1569954055,1569963019,2.49,1,1,1,Fairfield,38.27028,-122.20231
633982,1569954055,1569956437,0.66,1,1,1,Wasco,35.54849,-119.33126
633984,1569954055,1569957630,0.99,1,3,3,Hayward,37.62863,-122.05085
633985,1569954055,1569958225,1.16,1,1,1,Union City,37.6083,-122.03215
633986,1569954055,1569963019,2.49,1,1,1,Lakeport,39.06327,-122.9457
633987,1569954621,1569959424,1.33,1,1,1,San Francisco,37.76326,-122.4942
633988,1569954621,1569967246,3.51,1,1,1,Cold Springs-Tuolumne,38.1558,-120.05246
633989,1569954621,1569972627,5.0,1,1,1,Millbrae,37.59193,-122.41318
633990,1569954621,1569958225,1.0,1,1,1,San Leandro,37.7291,-122.13521
633991,1569954621,1569959424,1.33,1,2,2,Pacifica,37.59394,-122.50761
633992,1569954621,1569959424,1.33,1,1,1,Berkeley,37.86547,-122.27681
633993,1569955253,1569963629,2.33,1,1,1,Woodland,38.66842000000001,-121.78516
633994,1569955253,1569970823,4.33,1,1,1,Merced,37.3018,-120.46319
633995,1569955253,1569970224,4.16,1,134,1679,Tara Hills,37.99191,-122.32053
633996,1569955253,1569955253,0.0,1,823,823,Tara Hills,37.9965,-122.31648
633997,1569955253,1569964818,2.66,1,4,4,Greenville,40.14713,-120.89431
633998,1569955253,1569956437,0.33,1,1,1,Bayview-Montalvin,38.00181,-122.32124
633999,1569955253,1569958225,0.83,1,1,1,Crescent Mills,40.0991,-120.91888
634000,1569955253,1569955253,0.0,1,1,1,Tara Hills,37.99258,-122.31943
634003,1569955842,1569961233,1.5,1,1,1,Vallejo,38.10549,-122.25085
634004,1569955842,1569961838,1.67,1,1,1,Daly City,37.70798,-122.41822
634006,1569955842,1569960023,1.16,1,25,25,San Francisco,37.73528,-122.4484
634007,1569955842,1569969014,3.66,1,1,1,Sunnyvale,37.34889,-122.04992
634008,1569955842,1569960633,1.33,1,1,1,Tollhouse,36.96946,-119.39338
634009,1569955842,1569966020,2.83,1,1,1,Fresno,36.78797,-119.81413
634013,1569955842,1569971424,4.33,1,1,1,Riverdale,36.42984000000001,-119.99478
634033,1569956437,1569966020,2.66,1,1,4,Oroville,39.47981,-121.85766
634073,1569956437,1569963019,1.83,1,1,1,Half Moon Bay,37.45572,-122.43501
634093,1569956437,1569974427,5.0,1,1,2,Keswick,40.61849,-122.47477
634113,1569956437,1569964228,2.16,1,1,1,Placerville,38.71636,-120.90585
634133,1569956437,1569970224,3.83,1,1,1,San Bruno,37.62163,-122.40958
634134,1569956437,1569961838,1.5,1,1,1,Berkeley,37.85702,-122.28642
634153,1569956437,1569965440,2.5,1,1,1,Oakley,37.98918,-121.7177
634154,1569956437,1569961838,1.5,1,1,3,Novato,38.08233,-122.54498
634155,1569957023,1569958225,0.33,1,1,1,Clovis,36.85928,-119.678
634156,1569957023,1569964228,2.0,1,6,6,Scotts Valley,37.08514,-122.00143
634182,1569957023,1569957023,0.0,1,1,1,Brentwood,37.92668,-121.70395
634183,1569957023,1569969624,3.5,1,67,67,San Anselmo,37.97339,-122.57139
634184,1569957023,1569957023,0.0,1,2,2,Auburn,38.97432,-121.0265
634185,1569957023,1569969624,3.5,1,1,1,Brownsville,39.37272,-121.29
634186,1569957023,1569957023,0.0,1,1,1,San Francisco,37.77178,-122.41679
634193,1569957023,1569959424,0.67,1,1,1,Tollhouse,36.96777,-119.37815
634194,1569957023,1569962421,1.5,1,1,1,Vallecito,38.08959,-120.47497
634196,1569957630,1569965440,2.17,1,1,1,Napa,38.51821,-122.18696
634213,1569957630,1569967836,2.83,1,3,3,Alta Sierra,39.12097,-121.05294
634234,1569957630,1569960023,0.66,1,1,1,Tollhouse,36.9696,-119.37673999999998
634235,1569958225,1569965440,2.0,1,1,1,Grizzly Flats,38.63536,-120.5339
634236,1569958225,1569963019,1.33,1,1,1,Castro Valley,37.74541,-122.03152
634253,1569958225,1569962421,1.17,1,1,1,Petaluma,38.27437000000001,-122.67451
634273,1569958225,1569967836,2.67,1,1,1,Seaside,36.60971,-121.84507
634293,1569958839,1569962421,0.99,1,1,4,Healdsburg,38.61952,-122.8758
634313,1569958839,1569966020,1.99,1,2,2,Shingletown,40.51479000000001,-121.94039
634333,1569958839,1569966020,1.99,1,8,8,Georgetown,38.88438,-120.84976
634334,1569958839,1569962421,0.99,1,2,2,Auburn,39.02534,-121.06474
634335,1569958839,1569967246,2.34,1,1,1,Sebastopol,38.35184,-122.8177
634336,1569958839,1569963019,1.16,1,2,2,Del Monte Forest,36.60341,-121.93546
634337,1569958839,1569958839,0.0,1,1,1,Hayward,37.65917,-122.06701
634353,1569958839,1569962421,0.99,1,1,1,San Jose,37.28622,-121.86178999999998
634373,1569959424,1569960023,0.17,1,3,3,Diamond Springs,38.68621,-120.81417
634374,1569959424,1569967836,2.34,1,1,1,Sanger,36.69772,-119.54099
634413,1569959424,1569960633,0.34,1,1,1,Shingletown,40.51125,-121.95736
634414,1569959424,1569967246,2.17,1,1,1,Clovis,36.85928,-119.678
634433,1569959424,1569970224,3.0,1,8,8,Calistoga,38.65722,-122.61247
634434,1569959424,1569980417,5.83,1,1,1,Selma,36.52389,-119.61108
634453,1569959424,1569963629,1.17,1,1,1,Oakland,37.75979,-122.18151
634493,1569960023,1569965440,1.5,1,1,1,Menlo Park,37.47383,-122.16567
634513,1569960023,1569971424,3.17,1,1,1,Prunedale,36.79197,-121.65849
634514,1569960023,1569981616,6.0,1,1,1,Lost Hills,35.59666,-119.76676
634533,1569960023,1569961838,0.5,1,1,1,Shingletown,40.51314,-121.90868
634553,1569960633,1569970224,2.66,1,1,1,San Mateo,37.56459,-122.29399
634573,1569960633,1569961838,0.33,1,2,2,Diamond Springs,38.68585,-120.81113
634574,1569960633,1569964228,1.0,1,1,1,Winters,38.52509000000001,-121.89866
634593,1569960633,1569969624,2.5,1,1,1,Fort Washington,36.8781,-119.76435
634594,1569960633,1569963019,0.66,1,2,2,Tollhouse,36.97117,-119.38283
634613,1569961233,1569990616,8.16,1,1,1,Hanford,36.38594000000001,-119.65496
634653,1569961233,1569966020,1.33,1,1,1,Clovis,36.92294,-119.39829
634673,1569961233,1569966613,1.49,1,1,1,Jamestown,37.96579000000001,-120.4572
634693,1569961233,1569963629,0.67,1,10,10,Fresno,36.82255,-119.76976
634694,1569961838,1569971424,2.66,1,1,1,Madera,36.9708,-120.05688
634695,1569961838,1569969624,2.16,1,1,1,Bethel Island,38.04554,-121.63728
634713,1569961838,1569976824,4.16,1,1,1,San Francisco,37.717,-122.44714
634734,1569961838,1569966613,1.33,1,0,7,Cupertino,37.32762,-122.0163
634753,1569962421,1569969014,1.83,1,1,1,Fresno,36.61242,-119.89452
634793,1569962421,1569967246,1.34,1,1,1,Santa Cruz,37.00721,-122.0105
634813,1569963019,1569966020,0.83,1,1,1,Pismo Beach,35.154540000000004,-120.66748
634814,1569963019,1569997848,9.67,1,1,1,Woodland,38.69436,-121.93466
634815,1569963019,1569969014,1.67,1,1,1,Fresno,36.82298,-119.7708
634816,1569963019,1569963019,0.0,1,2,2,Bakersfield,35.64845,-118.82716
634817,1569963019,1569963019,0.0,1,1,1,San Francisco,37.73528,-122.4484
634818,1569963019,1569990017,7.5,1,1,1,San Carlos,37.50102,-122.25797
634819,1569963019,1569967836,1.34,1,2,2,Auburn,39.02462,-121.06456
634822,1569963629,1569966020,0.66,1,1,1,King City,36.14969,-121.09304
634823,1569963629,1569967246,1.0,1,1,1,Dinuba,36.5535,-119.4051
634824,1569963629,1569966020,0.66,1,1,1,San Mateo,37.56552,-122.30751
634826,1569963629,1569964818,0.33,1,1,1,Marysville,39.15147,-121.58137
634827,1569963629,1569970823,2.0,1,28,28,Diamond Springs,38.68994,-120.78757
634828,1569963629,1569964818,0.33,1,1,1,Tollhouse,36.96912,-119.37675
634829,1569963629,1569965440,0.5,1,1,1,Los Banos,37.06178,-120.86387
634830,1569963629,1569979222,4.33,1,73,100,Antioch,37.97436,-121.75807
634831,1569963629,1569964228,0.17,1,1,1,San Francisco,37.73528,-122.4484
634832,1569963629,1570044619,22.5,1,10,10,Grizzly Flats,38.64148,-120.51458999999998
634833,1569963629,1569969014,1.5,1,1,1,Fellows,35.28337,-119.63854
634834,1569964228,1569972029,2.17,1,1,1,Middletown,38.74886,-122.62171
634835,1569964228,1569969624,1.5,1,1,1,Lathrop,37.81369,-121.28245
634837,1569964228,1569978019,3.83,1,20,20,Fremont,37.53355,-121.97215
634839,1569964818,1569997848,9.18,1,25,25,San Francisco,37.73528,-122.4484
634841,1569964818,1569976224,3.17,1,2,2,Grass Valley,39.06359000000001,-121.01819
634842,1569964818,1569972627,2.17,1,1,1,Brentwood,37.96776,-121.6848
634843,1569964818,1569968422,1.0,1,1,1,Colusa,39.31515,-122.01282
634844,1569965440,1569965440,0.0,1,1,1,Corralitos,36.99301,-121.81412
634845,1569965440,1569966020,0.16,1,1,1,Hollister,36.8567,-121.4126
634846,1569965440,1569966613,0.33,1,6,6,Cottonwood,40.31979000000001,-122.33285
634847,1569965440,1569969014,0.99,1,1,1,Sanger,36.71806,-119.55262
634848,1569965440,1569969624,1.16,1,1,1,Marysville,39.14739,-121.57565
634849,1569966020,1569969624,1.0,1,1,1,Rancho Tehama Reserve,40.01626,-122.40273
634850,1569966020,1569966020,0.0,1,1,1,San Jose,37.27479,-121.91299
634852,1569966020,1569973815,2.17,1,1,1,San Rafael,37.97909,-122.49745
634853,1569966613,1569967246,0.18,1,1,1,Bakersfield,35.64895,-118.81466
634854,1569966613,1569985221,5.17,1,1,1,Burlingame,37.58335,-122.34946
634855,1569966613,1569978625,3.34,1,1,1,Zenia,40.20866,-123.49266
634856,1569966613,1569970823,1.17,1,1,1,Pittsburg,38.00219,-121.89409
634857,1569967246,1569967246,0.0,1,1,1,Pasatiempo,37.00682000000001,-122.02685
634858,1569967246,1569969624,0.66,1,1,1,Berkeley,37.88844,-122.2615
634859,1569967246,1569972627,1.49,1,1,1,Garden Valley,38.88155,-120.88162
634861,1569967246,1569969014,0.49,1,2,2,Tollhouse,36.96874,-119.39027
634862,1569967246,1569969014,0.49,1,1,1,Country Club,37.97076,-121.34596
634863,1569967246,1569976224,2.49,1,1,1,Phoenix Lake,38.00148,-120.33263
634864,1569967836,1569970823,0.83,1,1,1,Auburn,38.93724,-121.04828
634865,1569967836,1569990017,6.16,1,1,1,Placerville,38.78533,-120.75834
634866,1569967836,1569970224,0.66,1,1,1,Dixon,38.44864000000001,-121.83079
634867,1569967836,1569969624,0.5,1,21,21,Pacifica,37.64395,-122.48781
634868,1569968422,1569975632,2.0,1,1,1,Manteca,37.79484,-121.2339
634869,1569968422,1569978625,2.83,1,1,1,Napa,38.29614,-122.22878
634870,1569968422,1569973221,1.33,1,1,1,Pittsburg,38.00994,-121.872
634871,1569968422,1569970224,0.5,1,1,1,Watsonville,36.9106,-121.76201
634872,1569968422,1569973815,1.5,1,1,1,Morada,38.0338,-121.24225
634873,1569968422,1569982221,3.83,1,1,1,Daly City,37.69531,-122.49179
634874,1569968422,1569971424,0.83,1,1,1,Tollhouse,36.9621,-119.39013
634875,1569968422,1569968422,0.0,1,27,27,Sunnyvale,37.41626,-122.03181
634876,1569968422,1569978625,2.83,1,1,1,Midpines,37.55112,-120.00113
634893,1569969014,1569973221,1.17,1,1,1,Livermore,37.66824,-121.77716
634894,1569969014,1569972029,0.84,1,1,1,Bakersfield,35.34713,-118.99035
634895,1569969014,1569970224,0.34,1,1,1,Alta Sierra,39.14605,-121.05457
634913,1569969014,1569981024,3.34,1,1,1,Danville,37.81696,-122.00282
634933,1569969014,1569970224,0.34,1,65,65,Lagunitas-Forest Knolls,38.01036,-122.70199
634954,1569969014,1569973815,1.33,1,2,95,Lagunitas,37.99711,-122.70224
634955,1569969014,1569972029,0.84,1,1,1,Clayton,37.92112,-121.90073999999998
634956,1569969014,1569970224,0.34,1,1,1,Lagunitas-Forest Knolls,38.00878,-122.70372
634957,1569969014,1569970224,0.34,1,2,2,Lagunitas-Forest Knolls,38.01052,-122.70229
634958,1569969014,1569971424,0.67,1,1,1,Orinda,37.85054,-122.15666
634959,1569969014,1569973221,1.17,1,1,1,Forestville,38.49153,-122.89425
634973,1569969624,1569970224,0.17,1,1,1,Lagunitas-Forest Knolls,38.00668,-122.70595
634974,1569969624,1569971424,0.5,1,1,1,Somerset,38.58676,-120.66194
634975,1569969624,1569972627,0.83,1,1,1,Richmond,37.96736,-122.33266
634976,1569969624,1569971424,0.5,1,1,1,Somerset,38.58834,-120.66141
634993,1569969624,1569987020,4.83,1,1,1,Garberville,40.08537000000001,-123.81121
635013,1569969624,1569984611,4.16,1,1,1,San Jose,37.27552,-121.84904
635014,1569969624,1569973221,1.0,1,1,1,Fresno,36.82842,-119.77457
635015,1569969624,1569970224,0.17,1,1,1,Raisin City,36.60046,-119.90561
635033,1569970224,1569970823,0.17,1,1,1,Berkeley,37.8551,-122.26441
635053,1569970224,1569985221,4.17,1,1,1,Newark,37.51137,-121.99651
635073,1569970224,1569970224,0.0,1,1,1,San Francisco,37.77178,-122.41679
635093,1569970224,1569970224,0.0,1,1,1,Stockton,37.95217,-121.29154
635097,1569970224,1569985221,4.17,1,1,1,Lucas Valley-Marinwood,38.03281,-122.57546
635098,1569970224,1569988216,5.0,1,1,13,Gilroy,36.9922,-121.59684
635099,1569970224,1569970823,0.17,1,1,1,Chowchilla,37.11977,-120.3908
635100,1569970224,1569973815,1.0,1,1,1,Forestville,38.48203,-122.9453
635101,1569970224,1569974427,1.17,1,1,1,Bakersfield,35.36461,-118.94261000000002
635113,1569970823,1570005020,9.5,1,1,1,San Jose,37.30889000000001,-121.90237
635114,1569970823,1569973815,0.83,1,1,1,Oakland,37.75459,-122.17765
635133,1569970823,1569971424,0.17,1,1,1,Stockton,37.97524,-121.31085
635153,1569970823,1569977421,1.83,1,1,1,Fairfax,37.98855,-122.58514
635173,1569971424,1569974427,0.83,1,1,1,Fresno,36.82121,-119.77569
635193,1569971424,1569973815,0.66,1,1,1,San Jose,37.26993,-121.90571
635213,1569971424,1569978019,1.83,1,1,1,Petaluma,38.23746,-122.63683
635233,1569971424,1569971424,0.0,1,1,1,Fresno,36.81232,-119.80543
635253,1569971424,1569971424,0.0,1,1,1,Fresno,36.8126,-119.80657
635254,1569971424,1569978625,2.0,1,1,1,Fresno,36.81185,-119.80442
635255,1569972029,1569974427,0.67,1,714,714,Somerset,38.60921,-120.70246000000002
635256,1569971424,1569975023,1.0,1,1,1,South San Francisco,37.66599,-122.41433
635257,1569971424,1569971424,0.0,1,1,1,Somerset,38.61008,-120.66915
635273,1569972029,1569972029,0.0,1,3104,3104,Atascadero,35.50048,-120.66074
635293,1569972029,1569976224,1.17,1,1,1,Merced,37.28064000000001,-120.47231
635294,1569972029,1569980417,2.33,1,0,0,Paradise,39.74013,-121.63658999999998
635296,1569972029,1569976824,1.33,1,1,1,San Jose,37.4134,-121.85578
635313,1569972029,1569975023,0.83,1,1,1,San Francisco,37.73795,-122.42855
635314,1569972029,1569973221,0.33,1,1,13,Marysville,39.14448,-121.59644
635333,1569972627,1569985221,3.5,1,1,1,Menlo Park,37.46513,-122.15177
635334,1569972627,1569972627,0.0,1,1,1,Templeton,35.50799,-120.64293
635335,1569972627,1569972627,0.0,1,1,1,Atascadero,35.44264000000001,-120.60529
635336,1569972627,1569976824,1.17,1,1,1,San Jose,37.30035,-121.97786
635337,1569972627,1569990017,4.83,1,3,4,Huron,36.35719,-120.09399
635338,1569972627,1569972627,0.0,1,1,1,Fremont,37.54683,-121.95151
635339,1569972627,1569972627,0.0,1,1,1,Fremont,37.54638,-121.94938
635340,1569973221,1569978019,1.33,1,1,1,Pleasure Point,36.95747,-121.97222
635341,1569973221,1569999020,7.17,1,1,60,King City,36.22648,-121.0826
635342,1569973221,1569973815,0.17,1,1,1,King City,36.24948,-121.09256
635343,1569973221,1569973815,0.17,1,1,1,King City,36.24883,-121.12159
635344,1569973221,1569973815,0.17,1,1,1,King City,36.24162000000001,-121.11642
635345,1569973221,1569973815,0.17,1,2,2,King City,36.24024,-121.11426000000002
635346,1569973221,1569973815,0.17,1,1,1,King City,36.2334,-121.10256
635347,1569973221,1569975023,0.5,1,1,1,Santa Rosa,38.43586,-122.74069
635348,1569973221,1569980417,2.0,1,1,1,Carlotta,40.50685,-123.99268
635350,1569973221,1569973815,0.17,1,1,1,Castroville,36.77015,-121.75841
635354,1569973221,1570012228,10.84,1,53,245,Fremont,37.54582,-121.9443
635358,1569973221,1569990017,4.67,1,1,648,Gustine,37.23278,-120.98507
635361,1569973815,1569981616,2.17,1,1,1,Winters,38.52113,-121.97231
635362,1569973815,1569976824,0.84,1,1,1,Vallejo,38.10145,-122.24547
635363,1569973815,1570025431,14.34,1,7,27,Cambria,35.55397,-121.07359
635364,1569973815,1569976824,0.84,1,1,1,San Carlos,37.51697,-122.26347
635365,1569973815,1569987020,3.67,1,1,1,Easton,36.64152,-119.78306
635373,1569973815,1569981024,2.0,1,1,1,Old Fig Garden,36.79949000000001,-119.81412
635374,1569973815,1569995420,6.0,1,22,22,Cherryland,37.67522,-122.10853
635375,1569973815,1569980417,1.83,1,1,1,Ben Lomond,37.07126,-122.07429
635376,1569973815,1569985819,3.33,1,1,1,Arcata,40.85887,-124.08818
635377,1569974427,1569981616,2.0,1,1,1,Bootjack,37.44697,-119.90056
635378,1569974427,1569974427,0.0,1,1,1,Gustine,37.16679,-121.01032
635380,1569974427,1569978019,1.0,1,64,64,Butte Valley,39.64701,-121.63448
635387,1569974427,1569979222,1.33,1,1,1,San Jose,37.3022,-121.97255
635388,1569974427,1569978625,1.17,1,1,1,Bakersfield,35.37945999999999,-118.96985
635389,1569975023,1569980417,1.5,1,16,16,Kerman,36.79253,-120.04257
635391,1569975023,1569982221,2.0,1,1,1,Squaw Valley,36.75404,-119.16838
635392,1569975023,1569978625,1.0,1,1,1,Menlo Park,37.47261,-122.16626
635395,1569975632,1569980417,1.33,1,83,83,Lucerne,39.06717,-122.78328
635396,1569975632,1569985221,2.66,1,1,1,Fresno,36.71958,-119.78908
635397,1569976224,1569982816,1.83,1,1,1,Thermalito,39.51883,-121.60929
635398,1569976224,1569980417,1.16,1,1,1,El Verano,38.29325,-122.49199
635399,1569976224,1569982816,1.83,1,15,15,Alta,39.21781,-120.78583
635400,1569976224,1569987020,3.0,1,3,3,Fremont,37.50771,-121.94851
635401,1569976224,1569978625,0.67,1,1,1,San Jose,37.29887,-121.99993
635402,1569976224,1569994216,5.0,1,1,36,Gilroy,36.99105,-121.59468
635403,1569976224,1569979818,1.0,1,5,5,Stockton,37.98362,-121.28761000000002
635404,1569976224,1569981024,1.33,1,1,1,Mill Valley,37.89982,-122.52954
635405,1569976224,1569994818,5.17,1,1,2,Millbrae,37.59914000000001,-122.38716
635406,1569976824,1569984016,2.0,1,1,1,Boulder Creek,37.12725,-122.11731
635407,1569976824,1569995420,5.17,1,1,1,Cherryland,37.67687,-122.10863
635413,1569977421,1569984611,2.0,1,1,1,Davis,38.55201,-121.74552
635415,1569978019,1570010426,9.0,1,14,14,San Jose,37.36975,-121.8522
635416,1569978019,1569982221,1.17,1,1,14,Mountain View,37.43217,-122.09695
635417,1569978019,1569983422,1.5,1,1,1,Fresno,36.79276,-119.77566000000002
635420,1569978019,1569982221,1.17,1,1,1,Cottonwood,40.39425,-122.27408
635421,1569978019,1569980417,0.67,1,1,1,Lucerne,39.08784,-122.79374
635422,1569978625,1569983422,1.33,1,1,1,Georgetown,38.90168,-120.86619
635423,1569978625,1569982221,1.0,1,1,1,Los Gatos,37.23456,-122.01628
635433,1569979222,1569994216,4.17,1,32,32,Lakeport,38.98847,-122.8461
635434,1569979222,1569990616,3.17,1,1,1,San Jose,37.30824000000001,-121.98493
635436,1569979222,1569997216,5.0,1,1,1,San Mateo,37.55162,-122.32408
635437,1569979818,1569991812,3.33,1,1,1,Menlo Park,37.44192,-122.19825
635438,1569979818,1569988829,2.5,1,7,7,Suisun City,38.08407,-121.98352
635439,1569979818,1569980417,0.17,1,1,1,Los Altos Hills,37.37195,-122.16722
635440,1569979818,1570005614,7.17,1,1,1,San Jose,37.32584,-121.87129
635441,1569979818,1570033232,14.84,1,12,52,San Jose,37.31986,-121.96944
635442,1569979818,1569998423,5.17,1,45,45,San Jose,37.31943,-121.96799
635453,1569980417,1569995420,4.17,1,1,1,Highlands-Baywood Park,37.52943,-122.34497
635454,1569980417,1569993623,3.67,1,28,28,Mountain View,37.3989,-122.09166
635455,1569980417,1569986427,1.67,1,1,1,Loyola,37.35649,-122.09286000000002
635456,1569981024,1569982816,0.5,1,1,1,Chico,39.76032,-121.83709
635457,1569981024,1569984611,1.0,1,1,1,Madera,36.98245,-120.06746
635458,1569981024,1569984611,1.0,1,1,1,Richmond,37.98437,-122.32811
635459,1569981024,1569995420,4.0,1,1,1,San Francisco,37.72681,-122.4397
635460,1569981616,1569982816,0.33,1,14,14,Santa Maria,34.90594,-120.43766
635461,1569981616,1569991812,2.83,1,1,1,Lincoln,38.89263,-121.2845
635462,1569981616,1569983422,0.5,1,4,4,Atwater,37.3462,-120.54849
635463,1569981616,1569982816,0.33,1,5,5,Santa Maria,34.907540000000004,-120.44063
635473,1569982221,1569982221,0.0,1,1,1,Fairfield,38.2536,-122.0648
635474,1569982221,1569982816,0.17,1,1,1,Santa Maria,34.90908,-120.44063
635475,1569982816,1569983422,0.17,1,87,87,San Jose,37.36804,-121.8525
635476,1569982816,1569986427,1.0,1,27,27,San Jose,37.36879,-121.85176
635493,1569982816,1569990017,2.0,1,1,1,Oakland,37.76319,-122.197
635494,1569982816,1569984016,0.33,1,1,1,Los Altos,37.34986,-122.06484
635495,1569982816,1569982816,0.0,1,1,1,Santa Maria,34.90658,-120.44064
635496,1569983422,1569986427,0.83,1,1,1,Oildale,35.41856,-119.03703
